Latitude,Longitude,Time,CPM
34.894461841,-84.668383399,20
34.894401468,-84.668187342,20
34.89440359,-84.668000143,20
34.894443635,-84.667834728,21
34.894551788,-84.667688048,22
34.894676027,-84.6675206,22
34.894746462,-84.667323526,22
34.894722777,-84.667155353,21
34.894550484,-84.667071558,21
34.894293859,-84.666936355,21
34.894055716,-84.666700074,21
34.893842145,-84.666450869,20
34.893629533,-84.666223449,20
34.893402956,-84.665964372,19
34.893160636,-84.665750898,20
34.892910922,-84.665537425,20
34.89271631,-84.665265426,19
34.892635257,-84.664952617,20
34.892590345,-84.664604082,20
34.892548167,-84.664200071,20
34.892537475,-84.663772243,19
34.892540747,-84.663376072,19
34.892565855,-84.663022451,19
34.892620192,-84.662711378,15
34.892709853,-84.66246362,15
34.892806905,-84.662215862,21
34.892872328,-84.661871095,21
34.892850204,-84.661586893,17
34.892809599,-84.661336384,18
34.892738184,-84.660957211,18
34.892672381,-84.660587912,17
34.892604322,-84.660284981,16
34.892515239,-84.65984046,16
34.892396108,-84.659452435,17
34.892251588,-84.65917638,20
34.89192252,-84.658857071,21
34.891571424,-84.658725973,21
34.891279273,-84.658690863,20
34.89080032,-84.658678865,18
34.890423837,-84.658659738,18
34.890108887,-84.6585603,19
34.889997291,-84.658293109,16
34.890103981,-84.657978989,16
34.890375927,-84.657840853,16
34.890752889,-84.657870867,15
34.89116681,-84.657833496,14
34.891529659,-84.65771103,14
34.891795844,-84.657442193,15
34.892022669,-84.657186283,12
34.892299125,-84.656982793,12
34.892638219,-84.656841594,12
34.892943427,-84.656669757,13
34.893235148,-84.656477154,14
34.893472583,-84.65624404,14
34.893625538,-84.655906083,16
34.893686147,-84.65551978,17
34.89367111,-84.655061312,17
34.893616712,-84.654615773,20
34.893609206,-84.654210745,20
34.893661457,-84.653802659,20
34.893762707,-84.653315273,19
34.893917946,-84.652694129,21
34.894013554,-84.65254846,22
34.894247752,-84.652778901,22
34.894486258,-84.65297259,20
34.89471577,-84.652945388,18
34.895019183,-84.652716017,18
34.895269912,-84.65266703,15
34.895499432,-84.652707216,15
34.89583127,-84.652619437,15
34.896073012,-84.652416943,13
34.896239595,-84.652220566,12
34.8964258,-84.651848897,14
34.896591757,-84.651588186,14
34.896739717,-84.651372062,9
34.896953864,-84.651131094,10
34.897043997,-84.651028987,10
34.897178613,-84.650845537,11
34.897208682,-84.650504827,13
34.897140934,-84.650159344,15
34.89701136,-84.649719915,15
34.896970285,-84.649241691,20
34.896994735,-84.64889111,20
34.896987375,-84.648674292,20
34.897128752,-84.648426509,22
34.897321196,-84.648196427,23
34.89759025,-84.64806029,23
34.897878093,-84.64813212,29
34.898133303,-84.648301979,30
34.898374042,-84.648294504,29
34.898609816,-84.648057276,29
34.898831955,-84.647745843,28
34.899036432,-84.647436449,26
34.899201415,-84.64715394,26
34.899269701,-84.647009281,24
34.899267158,-84.646968774,25
34.89926332,-84.646949031,25
34.899252089,-84.646929288,27
34.899246474,-84.646919417,24
34.899248251,-84.646909545,21
34.89924777,-84.646898653,21
34.899242635,-84.646899674,21
34.899242154,-84.646888781,23
34.899244412,-84.646889802,23
34.899239278,-84.646890823,22
34.899233663,-84.646880951,22
34.899228529,-84.646881972,22
34.899220655,-84.64687108,22
34.899226604,-84.646838403,21
34.8990676,-84.646871414,20
34.898948591,-84.647023217,20
34.898864755,-84.647117498,21
34.898710572,-84.647326821,19
34.898571163,-84.647468751,19
34.898433039,-84.647522524,19
34.8983574,-84.647517755,19
34.898373628,-84.647550431,20
34.898401085,-84.64760285,20
34.898423409,-84.647656289,22
34.89842389,-84.647667181,18
34.898359816,-84.647639608,18
34.898183475,-84.647564718,16
34.898008902,-84.647412564,16
34.897817777,-84.647337675,16
34.897612359,-84.64734107,15
34.897366143,-84.647324722,15
34.897100969,-84.647331179,14
34.896891203,-84.647520755,14
34.896693,-84.647687526,15
34.896483714,-84.647887991,15
34.896233147,-84.648057822,15
34.895969897,-84.648107843,17
34.895703281,-84.648081622,16
34.895507807,-84.648192911,20
34.895356508,-84.648467573,20
34.895156861,-84.648601663,21
34.894970401,-84.648582252,21
34.894753599,-84.648445074,21
34.894606339,-84.648291905,22
34.894419252,-84.648208166,22
34.894113481,-84.648166284,22
34.893927211,-84.648050892,22
34.893938809,-84.647811283,23
34.893838476,-84.647481815,24
34.893589241,-84.647414073,24
34.893355082,-84.647453202,21
34.893076603,-84.647694496,19
34.892908945,-84.647950428,19
34.892748668,-84.648138971,19
34.892467928,-84.648379239,18
34.892214489,-84.648551099,18
34.892026263,-84.648608945,17
34.891764169,-84.648584765,15
34.891534989,-84.648502049,13
34.891328792,-84.648320295,13
34.891198568,-84.648100767,11
34.891103998,-84.647834616,11
34.890969109,-84.647559616,11
34.890854942,-84.647184559,11
34.890781732,-84.646950063,11
34.890649897,-84.646928616,12
34.890603173,-84.647076319,12
34.890575082,-84.647311148,16
34.890484026,-84.647593621,18
34.89039393,-84.647897875,18
